时间	电压	电流	有功	频率	非驱	驱动	泵前	泵后	出站流量
16:00	9.0	83.1	490.8	76.4	1.4	1.0	0.0	0.4	6403.0
17:00	9.0	83.3	489.7	76.4	1.4	1.0	0.0	0.4	6419.0
18:00	9.0	83.3	489.9	76.6	1.4	0.9	0.0	0.4	6415.0
19:00	9.0	83.3	489.1	76.4	1.7	0.7	0.0	0.4	6345.0
20:00	8.7	77.4	402.2	72.4	1.7	0.7	0.0	0.4	5852.0
21:00	8.5	75.3	383.9	70.8	1.2	0.6	0.0	0.4	5566.0
22:00	8.5	75.2	384.6	70.8	1.0	0.7	0.0	0.4	5552.0
23:00	8.5	75.5	387.5	71.0	1.0	0.7	0.0	0.4	5526.0
0:00	8.4	75.0	375.9	70.4	1.0	0.7	0.0	0.4	5513.0
1:00	8.8	78.1	416.1	72.6	1.1	0.9	0.0	0.4	5880.0
2:00	8.6	76.5	400.0	71.6	1.1	0.6	0.0	0.4	5676.0
3:00	8.6	76.6	399.6	71.6	1.0	0.7	0.0	0.4	5721.0
4:00	8.6	76.7	400.0	71.6	1.3	0.8	0.0	0.4	5679.0
5:00	8.6	76.4	400.1	71.6	1.1	0.7	0.0	0.4	5773.0
6:00	8.6	76.6	400.0	71.6	1.2	0.7	0.0	0.4	5671.0
7:00	8.7	78.1	421.2	72.8	1.2	0.7	0.0	0.4	5858.0
9:00	8.8	81.2	460.2	75.0	1.3	0.9	0.0	0.4	6169.0
10:00	8.8	81.6	465.6	75.4	1.5	0.7	0.0	0.4	6217.0
11:00	8.9	82.2	477.5	75.7	1.5	0.7	0.0	0.4	6351.0
12:00	9.0	82.2	472.2	75.8	1.5	0.8	0.0	0.4	6285.0
13:00	9.0	82.0	472.2	75.8	1.4	0.8	0.0	0.4	6355.0
14:00	9.0	82.0	472.1	75.7	1.4	0.8	0.0	0.4	6340.0
15:00	9.0	82.0	473.9	75.7	1.4	0.8	0.0	0.4	6258.0
16:00	9.0	82.0	473.9	75.7	1.4	0.8	0.0	0.4	6265.0
17:00	9.2	85.1	515.5	76.6	1.4	0.8	0.0	0.4	6577.0
18:00	9.2	85.1	515.8	77.8	1.4	0.8	0.0	0.4	6587.0
19:00	9.1	85.0	513.1	77.6	2.0	1.1	0.0	0.4	6631.0
20:00	9.1	85.1	510.5	77.6	2.0	1.1	0.0	0.4	6551.0
21:00	8.8	79.7	441.7	74.0	1.5	0.8	0.0	0.4	6045.0
22:00	8.5	77.2	406.1	72.0	1.2	0.7	0.0	0.4	5671.0
23:00	8.4	74.8	376.0	70.4	1.6	0.7	0.0	0.4	5424.0
0:00	8.9	79.0	430.8	73.4	1.3	1.6	0.0	0.4	6050.0
1:00	8.5	74.6	371.0	70.0	1.3	1.6	0.0	0.4	5494.0
2:00	8.5	75.4	383.5	70.8	1.3	1.6	0.0	0.4	5544.0
3:00	8.6	76.1	396.3	71.5	0.6	1.2	0.0	0.4	5723.0
4:00	8.6	76.2	394.2	71.6	0.6	1.2	0.0	0.4	5617.0
5:00	8.6	76.2	396.3	71.6	0.6	1.2	0.0	0.4	5623.0
6:00	8.6	76.2	395.6	71.6	0.6	1.2	0.0	0.4	5627.0
7:00	8.8	79.0	431.3	73.6	0.6	1.2	0.0	0.4	6088.0
9:00	9.0	84.7	504.0	77.4	2.4	1.0	0.0	0.4	6535.0
11:00	9.1	87.1	534.7	78.7	1.9	1.1	0.0	0.5	6865.0
14:00	9.2	87.9	543.8	79.4	1.9	1.4	0.0	0.5	6770.0
15:00	9.3	87.9	547.0	79.6	2.3	1.3	0.0	0.5	6815.0
16:00	9.4	89.1	561.7	80.1	2.0	1.4	0.0	0.5	6903.0
17:00	9.4	90.2	574.9	80.8	1.9	1.2	0.0	0.5	7057.0
19:00	9.4	90.2	573.4	80.7	1.2	2.1	0.0	0.5	7079.0
20:00	9.4	90.1	573.4	80.7	1.2	2.1	0.0	0.5	7006.0
21:00	9.4	89.5	569.4	80.5	1.3	1.6	0.0	0.5	7043.0
22:00	9.0	82.7	479.5	76.0	1.3	1.6	0.0	0.4	6360.0
23:00	8.9	79.8	442.2	74.1	1.3	1.6	0.0	0.4	6112.0
0:00	8.5	76.2	397.0	71.7	1.2	0.7	0.0	0.4	5655.0
1:00	8.5	76.2	397.0	72.7	1.2	0.7	0.0	0.4	5690.0
2:00	8.5	76.3	397.0	71.7	1.2	0.7	0.0	0.4	5697.0
3:00	8.7	77.5	412.5	72.4	1.2	0.7	0.0	0.4	5753.0
4:00	8.7	77.1	404.8	72.0	1.2	0.7	0.0	0.4	5759.0
5:00	8.6	76.1	394.8	71.4	1.4	0.7	0.0	0.4	5687.0
6:00	8.5	75.3	387.0	71.0	1.2	0.7	0.0	0.4	5568.0
7:00	8.6	78.3	424.5	73.0	1.8	0.8	0.0	0.4	5875.0
8:00	8.7	81.1	459.7	75.2	1.6	0.8	0.0	0.4	6244.0
9:00	9.0	83.5	508.5	76.4	1.7	1.0	0.0	0.4	6430.0
10:00	9.0	85.9	519.3	78.0	2.1	1.0	0.0	0.4	6721.0
11:00	9.1	85.9	517.1	78.0	2.0	1.2	0.0	0.4	6668.0
12:00	9.1	87.4	536.1	78.8	2.0	1.2	0.0	0.5	6834.0
13:00	9.1	87.4	535.0	78.8	1.9	1.2	0.0	0.4	6741.0
14:00	9.1	87.3	535.0	78.7	1.9	1.2	0.0	0.4	6254.0
15:00	9.0	84.9	506.8	77.6	1.9	1.2	0.0	0.4	6565.0
16:00	9.0	83.9	493.9	76.8	2.8	1.2	0.0	0.4	6446.0
18:00	9.1	86.6	528.8	78.4	2.0	1.1	0.0	0.4	6818.0
19:00	9.1	86.2	521.0	78.3	2.0	1.3	0.0	0.4	6636.0
20:00	9.1	86.2	524.0	78.3	2.0	1.3	0.0	0.4	6691.0
22:00	8.8	81.9	467.0	75.5	2.0	0.8	0.0	0.4	5232.0
23:00	8.8	80.5	453.0	74.8	1.8	0.8	0.0	0.4	6179.0
1:00	8.6	75.5	383.5	70.8	1.2	0.7	0.0	0.4	5581.0
2:00	8.5	75.3	382.6	70.8	1.2	0.6	0.0	0.4	5438.0
3:00	8.5	75.3	381.7	70.8	1.1	0.7	0.0	0.4	5554.0
5:00	8.3	74.1	370.3	70.0	1.3	0.9	0.0	0.4	5426.0
8:00	8.7	80.3	448.8	74.4	1.0	0.0	0.0	0.4	6227.0
10:00	9.0	85.0	507.9	77.4	2.3	0.9	0.0	0.4	6597.3
11:00	9.0	85.0	508.4	77.4	2.3	0.9	0.0	0.4	6613.0
12:00	9.1	84.9	506.0	77.4	2.3	1.0	0.0	0.4	6626.0
14:00	9.1	84.8	507.3	77.4	2.4	1.0	0.0	0.4	6621.0
15:00	9.1	84.8	507.2	77.4	2.3	1.2	0.0	0.4	6606.0
16:00	9.1	84.8	506.0	77.4	1.5	1.0	0.0	0.4	6596.0
18:00	8.7	79.2	439.8	73.6	1.2	0.7	0.0	0.4	6094.0
19:00	8.5	75.9	394.8	71.4	1.1	0.7	0.0	0.4	5660.0
22:00	8.4	75.3	384.8	70.8	1.1	0.7	0.0	0.4	5550.0
23:00	8.6	75.7	384.4	70.8	1.4	0.6	0.0	0.4	5547.0
0:00	8.6	76.5	397.8	71.6	1.3	0.7	0.0	0.4	5621.0
1:00	8.6	76.0	390.6	71.2	1.1	0.7	0.0	0.4	5579.0
2:00	8.6	75.9	390.5	71.2	1.1	0.6	0.0	0.4	5725.0
3:00	8.6	75.8	390.1	71.2	1.1	0.7	0.0	0.4	5528.0
5:00	8.6	75.7	390.3	71.2	1.1	0.9	0.0	0.4	5580.0
6:00	8.6	75.8	390.4	71.2	1.1	0.7	0.0	0.4	5567.0
8:00	8.6	80.9	454.4	74.8	1.5	0.0	0.0	0.4	6157.0
9:00	8.8	82.1	472.8	75.7	0.8	1.3	0.0	0.4	6254.0
10:00	8.8	82.2	473.5	75.7	1.0	1.4	0.0	0.4	6190.0
11:00	9.0	84.4	503.2	77.4	1.1	2.2	0.0	0.4	6585.0
12:00	8.9	83.4	488.9	76.4	1.1	2.2	0.0	0.4	6366.0
13:00	9.2	87.2	537.4	78.8	1.4	1.8	0.0	0.5	6700.0
14:00	9.2	87.1	536.0	78.8	1.4	2.0	0.0	0.5	6704.0
15:00	9.2	87.0	534.4	79.0	1.4	1.6	0.0	0.5	6825.0
16:00	9.2	87.0	534.0	79.0	1.3	1.8	0.0	0.5	6719.0
17:00	8.9	82.3	479.9	76.0	0.8	1.4	0.0	0.4	6301.0
20:00	8.5	77.4	412.8	72.4	1.3	0.7	0.0	0.4	5796.0
21:00	8.5	77.4	412.6	72.5	1.3	0.7	0.0	0.4	5722.0
9:00	8.9	84.4	498.9	77.0	2.5	1.3	0.0	0.4	6529.0
10:00	9.0	85.0	508.0	77.4	2.5	1.2	0.0	0.4	6580.0
11:00	9.0	84.8	507.4	77.4	2.4	1.2	0.0	0.4	6503.0
14:00	9.1	83.4	488.0	76.6	1.5	1.0	0.0	0.4	6335.0
15:00	9.0	81.4	464.8	75.6	1.3	0.9	0.0	0.4	6198.0
18:00	8.8	79.6	441.2	74.1	1.2	0.9	0.0	0.4	5774.0
19:00	8.8	78.8	429.7	73.4	1.3	0.6	0.0	0.4	5889.0
20:00	8.8	79.1	430.4	73.4	1.2	0.6	0.0	0.4	5904.0
21:00	8.5	75.1	382.3	70.6	1.1	0.6	0.0	0.4	5502.0
0:00	8.5	76.0	394.0	71.6	1.0	0.6	0.0	0.4	5567.0
2:00	8.6	76.1	394.0	71.5	1.2	0.6	0.0	0.4	5627.0
3:00	8.5	75.6	386.0	71.1	1.0	0.8	0.0	0.4	5519.0
4:00	8.5	75.9	388.0	71.1	1.0	0.7	0.0	0.4	5568.0
5:00	8.5	75.9	394.0	71.6	1.0	0.7	0.0	0.4	5660.0
6:00	8.5	76.0	394.7	71.4	1.0	0.7	0.0	0.4	5671.0
7:00	8.6	78.0	418.1	73.0	1.1	0.7	0.0	0.4	5818.0
8:00	8.6	78.0	418.1	73.0	1.1	0.7	0.0	0.4	6134.0
9:00	8.4	76.8	406.0	72.0	1.1	0.7	0.0	0.4	5699.0
10:00	8.8	82.8	477.6	76.0	1.2	0.9	0.0	0.4	6302.0
11:00	8.8	82.8	478.7	76.0	1.3	1.0	0.0	0.4	6410.0
12:00	9.0	84.1	495.4	77.0	1.3	1.0	0.0	0.4	6385.0
13:00	8.9	82.6	480.4	76.2	1.4	1.1	0.0	0.4	6327.0
14:00	8.8	81.7	464.8	75.6	1.4	1.1	0.0	0.4	6236.0
15:00	8.8	81.6	464.5	75.2	1.4	0.9	0.0	0.4	6206.0
16:00	9.0	83.3	489.0	76.4	1.7	1.0	0.0	0.4	6351.0
17:00	8.9	83.3	487.5	76.4	1.6	1.1	0.0	0.4	6463.0
18:00	8.9	83.3	487.9	76.4	1.5	0.8	0.0	0.4	6388.0
19:00	9.0	83.3	485.9	76.4	1.5	1.0	0.0	0.4	6327.0
20:00	9.0	83.4	485.8	76.4	1.5	1.0	0.0	0.4	6349.0
21:00	8.9	82.0	471.9	75.8	1.5	1.0	0.0	0.4	6239.0
22:00	8.5	80.6	417.8	73.0	1.1	0.7	0.0	0.4	5880.0
23:00	8.4	75.5	385.2	71.2	1.0	0.6	0.0	0.4	5529.0
0:00	8.7	78.1	425.7	74.0	1.9	1.4	0.0	0.4	5843.0
1:00	8.7	76.9	409.0	72.8	1.7	1.6	0.0	0.4	5620.0
2:00	8.7	76.1	393.6	72.2	1.9	1.8	0.0	0.4	5535.0
3:00	8.7	76.1	395.3	72.2	1.6	2.0	0.0	0.4	5443.0
4:00	8.7	76.1	394.3	72.2	1.6	2.0	0.0	0.4	5464.0
5:00	8.6	75.6	388.0	71.8	1.5	2.0	0.0	0.4	5462.0
6:00	8.6	75.6	388.6	71.8	1.1	2.1	0.0	0.4	5409.0
7:00	8.7	79.0	434.5	74.4	2.0	1.7	0.0	0.4	5778.0
8:00	9.0	82.1	477.4	76.8	2.0	2.1	0.0	0.4	6129.0
10:00	9.1	83.9	498.8	78.0	2.3	3.0	0.0	0.4	6406.0
11:00	9.1	84.1	500.6	78.2	2.3	3.0	0.0	0.4	6356.0
12:00	9.0	82.6	481.2	77.6	2.3	3.0	0.0	0.4	6172.0
14:00	9.0	82.5	479.3	77.1	1.9	2.1	0.0	0.4	6220.0
15:00	9.1	82.8	486.5	77.2	1.9	3.0	0.0	0.4	6277.0
16:00	9.2	84.5	510.5	78.5	1.9	3.0	0.0	0.4	6477.0
17:00	9.0	82.5	480.8	77.2	1.9	2.8	0.0	0.4	6235.0
18:00	9.2	84.8	511.3	78.5	1.9	3.0	0.0	0.4	6516.0
19:00	8.7	78.1	425.5	74.0	1.9	1.9	0.0	0.4	5786.0
20:00	9.3	85.8	520.7	79.0	2.5	2.0	0.0	0.4	6583.0
21:00	9.0	81.1	461.6	76.0	2.0	2.1	0.0	0.4	6112.0
22:00	9.0	80.9	361.5	76.0	1.8	2.0	0.0	0.4	6079.0
23:00	8.7	78.1	427.4	74.0	2.1	1.6	0.0	0.4	5801.0
0:00	9.1	82.1	476.6	77.0	3.5	2.6	0.0	0.4	6154.0
1:00	8.7	76.9	407.9	73.1	3.5	2.6	0.0	0.4	5650.0
2:00	8.7	77.0	408.2	73.1	3.5	2.6	0.0	0.4	5638.0
3:00	8.7	77.0	407.2	73.1	3.5	2.6	0.0	0.4	5615.0
4:00	8.7	77.1	407.0	73.1	3.5	2.6	0.0	0.4	5586.0
5:00	8.8	77.1	406.6	73.1	3.5	2.6	0.0	0.4	5568.0
6:00	8.8	76.9	406.4	73.1	3.5	2.6	0.0	0.4	5527.0
7:00	8.9	78.6	429.8	74.2	2.1	1.7	0.0	0.4	5773.0
8:00	9.1	82.6	481.8	77.0	2.2	2.1	0.0	0.4	6236.0
9:00	9.1	83.5	491.4	77.6	2.2	1.4	0.0	0.4	6295.0
10:00	9.2	84.4	541.5	78.8	3.3	3.5	0.0	0.5	6667.0
12:00	9.4	89.0	560.9	81.0	3.2	3.0	0.0	0.5	6742.0
13:00	9.4	89.6	570.5	81.6	3.2	3.0	0.0	0.5	6936.0
14:00	9.4	89.9	572.4	81.8	3.2	3.0	0.0	0.5	6867.0
15:00	9.4	89.7	571.3	81.5	3.3	2.8	0.0	0.5	6855.0
16:00	9.3	87.3	541.1	80.1	2.5	3.0	0.0	0.5	6603.0
17:00	9.3	88.0	554.7	80.4	2.5	3.0	0.0	0.5	6771.0
18:00	9.3	88.9	556.6	80.8	2.5	3.4	0.0	0.5	6702.0
19:00	9.4	89.2	562.4	81.0	2.7	2.3	0.0	0.5	6783.0
20:00	9.4	88.9	562.6	81.3	2.7	2.3	0.0	0.5	6811.0
21:00	9.3	88.8	562.4	81.0	3.2	2.5	0.0	0.5	6807.0
22:00	9.3	87.2	551.6	80.0	3.5	2.6	0.0	0.4	6786.0
